crane_id,equipment_type,date,crane_operation_hours,fuel_consumption_litres,fuel_consumption_kWh,maintenance_status,operator_id,number_of_moves
RTG25,RTG,2026-02-18,17.15,236.22,0,Good,OP_127,291
RTG26,RTG,2026-02-18,17.19,238.31,0,Under Repair,OP_117,309
RTG27,RTG,2026-02-18,19.8,276.24,0,Under Repair,OP_106,356
RTG28,RTG,2026-02-18,21.06,258.73,0,Good,OP_146,358
RTG29,RTG,2026-02-18,14.53,182.13,0,Due,OP_100,247
RTG30,RTG,2026-02-18,18.99,325.4,0,Under Repair,OP_131,303
RTG31,RTG,2026-02-18,20.54,324.22,0,Good,OP_138,390
RTG32,RTG,2026-02-18,20.41,260.09,0,Due,OP_113,387
RTG33,RTG,2026-02-18,20.99,284.82,0,Under Repair,OP_136,356
RTG34,RTG,2026-02-18,13.62,179.18,0,Good,OP_107,231
RTG35,RTG,2026-02-18,16.7,205.51,0,Good,OP_122,250
RTG36,RTG,2026-02-18,20.54,264.26,0,Good,OP_110,308
QC01,Quay Crane,2026-02-19,13.35,0,2151.14,Due,OP_101,400
QC02,Quay Crane,2026-02-19,18.71,0,3095.54,Good,OP_149,561
QC03,Quay Crane,2026-02-19,15.39,0,2460.25,Under Repair,OP_117,461
QC04,Quay Crane,2026-02-19,21.78,0,3835,Due,OP_116,631
QC05,Quay Crane,2026-02-19,16.91,0,3327.3,Good,OP_146,422
QC06,Quay Crane,2026-02-19,21.1,0,3827.32,Good,OP_136,633
QC07,Quay Crane,2026-02-19,18.16,0,3010.17,Under Repair,OP_118,490
QC08,Quay Crane,2026-02-19,15.51,0,3063.11,Good,OP_107,387
QC09,Quay Crane,2026-02-19,15.35,0,2739.39,Good,OP_116,460
QC10,Quay Crane,2026-02-19,14.74,0,2907.24,Good,OP_101,368
QC11,Quay Crane,2026-02-19,12.64,0,2255.88,Due,OP_114,353
QC12,Quay Crane,2026-02-19,18.68,0,3009.18,Good,OP_108,523
RTG01,RTG,2026-02-19,15.03,198.6,0,Good,OP_148,225
RTG02,RTG,2026-02-19,18.9,242.27,0,Good,OP_128,283
RTG03,RTG,2026-02-19,19.31,255.33,0,Good,OP_126,347
RTG04,RTG,2026-02-19,20.69,336.9,0,Under Repair,OP_115,413
RTG05,RTG,2026-02-19,18.18,256.93,0,Due,OP_138,363
RTG06,RTG,2026-02-19,18.95,329.42,0,Good,OP_128,379
RTG07,RTG,2026-02-19,20.66,262.54,0,Good,OP_134,392
RTG08,RTG,2026-02-19,18.24,325.63,0,Under Repair,OP_115,346
RTG09,RTG,2026-02-19,15.22,267.45,0,Good,OP_148,258
RTG10,RTG,2026-02-19,21.57,324.16,0,Good,OP_137,323
RTG11,RTG,2026-02-19,15.62,254.05,0,Good,OP_106,249
RTG12,RTG,2026-02-19,20.06,340.68,0,Good,OP_105,401
RTG13,RTG,2026-02-19,20.19,325.02,0,Under Repair,OP_146,363
RTG14,RTG,2026-02-19,19.48,318.25,0,Due,OP_148,370
RTG15,RTG,2026-02-19,14.25,240.94,0,Due,OP_136,213
RTG16,RTG,2026-02-19,13.17,186.76,0,Good,OP_128,263
RTG17,RTG,2026-02-19,21.88,310.23,0,Good,OP_142,415
RTG18,RTG,2026-02-19,16.87,272.42,0,Good,OP_100,320
RTG19,RTG,2026-02-19,13.02,172.37,0,Good,OP_123,195
RTG20,RTG,2026-02-19,20.19,346.25,0,Good,OP_128,302
RTG21,RTG,2026-02-19,17.96,246.1,0,Under Repair,OP_122,305
RTG22,RTG,2026-02-19,18.55,322.05,0,Good,OP_102,371
RTG23,RTG,2026-02-19,12.3,206.17,0,Good,OP_150,196
RTG24,RTG,2026-02-19,13.89,249.11,0,Good,OP_136,250
RTG25,RTG,2026-02-19,16.05,284.1,0,Good,OP_134,256
RTG26,RTG,2026-02-19,14.61,258.01,0,Under Repair,OP_150,277
RTG27,RTG,2026-02-19,13.28,192.83,0,Good,OP_106,225
RTG28,RTG,2026-02-19,16.94,224.97,0,Good,OP_145,271
RTG29,RTG,2026-02-19,21.42,289.92,0,Good,OP_141,385
RTG30,RTG,2026-02-19,15.63,214.1,0,Due,OP_139,234
RTG31,RTG,2026-02-19,16.64,249.15,0,Good,OP_120,249
RTG32,RTG,2026-02-19,16.48,250.79,0,Due,OP_101,296
RTG33,RTG,2026-02-19,12.11,146.05,0,Under Repair,OP_117,193
RTG34,RTG,2026-02-19,19.04,243.86,0,Under Repair,OP_142,380
RTG35,RTG,2026-02-19,16.85,252.49,0,Under Repair,OP_109,286
RTG36,RTG,2026-02-19,21.74,324.61,0,Good,OP_114,369
QC01,Quay Crane,2026-02-20,19,0,2947.87,Due,OP_120,494
QC02,Quay Crane,2026-02-20,19.04,0,2883.74,Good,OP_108,476
QC03,Quay Crane,2026-02-20,20.38,0,3971.7,Good,OP_113,509
QC04,Quay Crane,2026-02-20,18.57,0,3596.96,Good,OP_143,482
QC05,Quay Crane,2026-02-20,19.33,0,3443.46,Good,OP_147,483
QC06,Quay Crane,2026-02-20,14.08,0,2671.85,Due,OP_148,394
QC07,Quay Crane,2026-02-20,14.31,0,2388.84,Due,OP_101,400
QC08,Quay Crane,2026-02-20,20.47,0,3416.66,Good,OP_115,573
QC09,Quay Crane,2026-02-20,20.28,0,3202.15,Good,OP_108,567
QC10,Quay Crane,2026-02-20,17.09,0,2696.55,Good,OP_116,512
QC11,Quay Crane,2026-02-20,19.4,0,3286.44,Good,OP_137,484
QC12,Quay Crane,2026-02-20,12.11,0,2016.94,Due,OP_124,302
RTG01,RTG,2026-02-20,20.95,274.8,0,Good,OP_136,356
RTG02,RTG,2026-02-20,15.81,280.7,0,Under Repair,OP_137,237
RTG03,RTG,2026-02-20,18.7,316.04,0,Under Repair,OP_141,355
RTG04,RTG,2026-02-20,15.04,187.84,0,Good,OP_128,240
RTG05,RTG,2026-02-20,21.26,309.05,0,Due,OP_109,403
RTG06,RTG,2026-02-20,12.77,173.89,0,Good,OP_150,242
RTG07,RTG,2026-02-20,16.68,240.7,0,Good,OP_148,250
RTG08,RTG,2026-02-20,14.43,180.67,0,Good,OP_144,274
RTG09,RTG,2026-02-20,14.41,244.45,0,Good,OP_121,273
RTG10,RTG,2026-02-20,20.3,312.19,0,Under Repair,OP_142,365
RTG11,RTG,2026-02-20,17.39,302.76,0,Good,OP_148,330
RTG12,RTG,2026-02-20,15.4,256.51,0,Good,OP_150,277
RTG13,RTG,2026-02-20,19.82,345.25,0,Good,OP_144,396
RTG14,RTG,2026-02-20,12.36,220.15,0,Due,OP_115,247
RTG15,RTG,2026-02-20,19.61,331.87,0,Due,OP_137,313
RTG16,RTG,2026-02-20,13.75,229.11,0,Good,OP_141,261
RTG17,RTG,2026-02-20,19.11,306.09,0,Under Repair,OP_136,382
RTG18,RTG,2026-02-20,12.38,190.85,0,Good,OP_102,198
RTG19,RTG,2026-02-20,14.17,240.86,0,Under Repair,OP_122,212
RTG20,RTG,2026-02-20,16.84,289.8,0,Good,OP_102,286
RTG21,RTG,2026-02-20,13.15,185.87,0,Due,OP_114,197
RTG22,RTG,2026-02-20,18.5,314.57,0,Good,OP_132,314
RTG23,RTG,2026-02-20,15.76,267.44,0,Due,OP_147,252
RTG24,RTG,2026-02-20,21.12,361.56,0,Under Repair,OP_122,359
RTG25,RTG,2026-02-20,14.49,183.08,0,Good,OP_111,246
RTG26,RTG,2026-02-20,17.65,285.4,0,Under Repair,OP_132,264
RTG27,RTG,2026-02-20,14.28,185.58,0,Due,OP_107,257
RTG28,RTG,2026-02-20,12.95,223.7,0,Due,OP_105,207
RTG29,RTG,2026-02-20,21.93,340.79,0,Good,OP_133,394
RTG30,RTG,2026-02-20,13.07,165.82,0,Good,OP_121,261
RTG31,RTG,2026-02-20,13.6,169.96,0,Under Repair,OP_113,272
RTG32,RTG,2026-02-20,12.68,186.63,0,Under Repair,OP_138,228
RTG33,RTG,2026-02-20,21.86,263.29,0,Under Repair,OP_138,415
RTG34,RTG,2026-02-20,16.56,203.24,0,Under Repair,OP_128,331
RTG35,RTG,2026-02-20,17.3,208.14,0,Under Repair,OP_122,276
RTG36,RTG,2026-02-20,13.85,167.96,0,Good,OP_133,235
QC01,Quay Crane,2026-02-21,18.69,0,2822.51,Good,OP_101,523
QC02,Quay Crane,2026-02-21,21.9,0,4230.94,Good,OP_147,613
QC03,Quay Crane,2026-02-21,16.89,0,3070.37,Good,OP_146,506
QC04,Quay Crane,2026-02-21,21.59,0,3656.98,Good,OP_116,539
QC05,Quay Crane,2026-02-21,12.21,0,1987.29,Under Repair,OP_116,341
QC06,Quay Crane,2026-02-21,12.12,0,1989.58,Under Repair,OP_149,303
QC07,Quay Crane,2026-02-21,16.79,0,2872.57,Due,OP_120,419
QC08,Quay Crane,2026-02-21,19.42,0,3545.35,Under Repair,OP_137,563
QC09,Quay Crane,2026-02-21,21.23,0,4150.86,Good,OP_106,530
QC10,Quay Crane,2026-02-21,18.92,0,3461.71,Under Repair,OP_133,473
QC11,Quay Crane,2026-02-21,17.28,0,3169.74,Due,OP_149,449
QC12,Quay Crane,2026-02-21,13.07,0,2182.92,Good,OP_105,326
RTG01,RTG,2026-02-21,18.68,242.8,0,Due,OP_123,317
RTG02,RTG,2026-02-21,12.52,190.71,0,Under Repair,OP_112,250
RTG03,RTG,2026-02-21,19.86,269.02,0,Due,OP_143,357
RTG04,RTG,2026-02-21,19.71,316.89,0,Good,OP_145,315
RTG05,RTG,2026-02-21,14.72,210.2,0,Good,OP_142,279
RTG06,RTG,2026-02-21,12.33,172.28,0,Under Repair,OP_123,234
RTG07,RTG,2026-02-21,21.33,378.81,0,Under Repair,OP_110,362
RTG08,RTG,2026-02-21,17.72,310.62,0,Good,OP_124,301
RTG09,RTG,2026-02-21,17.42,286.04,0,Due,OP_117,296
RTG10,RTG,2026-02-21,15.66,210.97,0,Good,OP_113,313
RTG11,RTG,2026-02-21,16.63,219.2,0,Good,OP_134,299
RTG12,RTG,2026-02-21,16.57,258.45,0,Under Repair,OP_110,331
RTG13,RTG,2026-02-21,18.65,301.77,0,Due,OP_126,298
RTG14,RTG,2026-02-21,12.4,214.45,0,Good,OP_147,248
RTG15,RTG,2026-02-21,19.71,263.58,0,Under Repair,OP_143,295
RTG16,RTG,2026-02-21,15.73,255.15,0,Under Repair,OP_104,267
RTG17,RTG,2026-02-21,14.95,188.97,0,Good,OP_127,299
RTG18,RTG,2026-02-21,20.3,324.88,0,Due,OP_143,365
RTG19,RTG,2026-02-21,17.73,306.26,0,Under Repair,OP_130,336
RTG20,RTG,2026-02-21,20.75,298.14,0,Due,OP_134,415
RTG21,RTG,2026-02-21,13.38,183.87,0,Good,OP_125,254
RTG22,RTG,2026-02-21,14.48,175.11,0,Under Repair,OP_117,217
RTG23,RTG,2026-02-21,12.15,198.05,0,Good,OP_110,218
RTG24,RTG,2026-02-21,13.53,216.56,0,Due,OP_121,270
RTG25,RTG,2026-02-21,12.36,207.77,0,Under Repair,OP_125,210
RTG26,RTG,2026-02-21,20.44,314.81,0,Good,OP_117,327
RTG27,RTG,2026-02-21,16.45,290.29,0,Good,OP_149,246
RTG28,RTG,2026-02-21,12.53,166.01,0,Good,OP_124,250
RTG29,RTG,2026-02-21,,177.91,0,Under Repair,OP_108,226
RTG30,RTG,2026-02-21,13.62,171.42,0,Good,OP_143,231
RTG31,RTG,2026-02-21,13.13,211.09,0,Good,OP_120,223
RTG32,RTG,2026-02-21,17.45,220.24,0,Good,OP_117,331
RTG33,RTG,2026-02-21,16.66,212.58,0,Good,OP_144,283
RTG34,RTG,2026-02-21,16.52,261.14,0,Good,OP_144,297
RTG35,RTG,2026-02-21,16.99,295.4,0,Due,OP_143,254
RTG36,RTG,2026-02-21,19.69,301.47,0,Good,OP_130,374
QC01,Quay Crane,2026-02-22,16.8,0,2696.49,Good,OP_104,504
QC02,Quay Crane,2026-02-22,21.93,0,4158.51,Good,OP_138,614
QC03,Quay Crane,2026-02-22,13.08,0,2196.08,Due,OP_121,379
QC04,Quay Crane,2026-02-22,13.71,0,2414.81,Good,OP_119,383
QC05,Quay Crane,2026-02-22,20.86,0,3319.73,Due,OP_136,521
QC06,Quay Crane,2026-02-22,18.15,0,2926.38,Good,OP_109,471
QC07,Quay Crane,2026-02-22,18.87,0,3311.79,Under Repair,OP_124,528
QC08,Quay Crane,2026-02-22,14.82,0,2365.67,Under Repair,OP_140,444
QC09,Quay Crane,2026-02-22,13.57,0,2599.77,Good,OP_146,352
QC10,Quay Crane,2026-02-22,14.51,0,2760.76,Good,OP_109,362
QC11,Quay Crane,2026-02-22,13.73,0,2613.51,Good,OP_150,411
QC12,Quay Crane,2026-02-22,21.21,0,4109.52,Good,OP_149,615
RTG01,RTG,2026-02-22,16.56,281.84,0,Good,OP_130,298
RTG02,RTG,2026-02-22,16.53,223.58,0,Due,OP_112,281
RTG03,RTG,2026-02-22,19.91,350.92,0,Good,OP_137,378
RTG04,RTG,2026-02-22,13.32,164.16,0,Under Repair,OP_107,253
RTG05,RTG,2026-02-22,20.52,285.15,0,Good,OP_117,369
RTG06,RTG,2026-02-22,21.68,377.13,0,Good,OP_126,325
RTG07,RTG,2026-02-22,20.76,359.59,0,Good,OP_116,394
RTG08,RTG,2026-02-22,12.74,212.36,0,Under Repair,OP_141,254
RTG09,RTG,2026-02-22,19.37,259.78,0,Good,OP_138,329
RTG10,RTG,2026-02-22,13.72,186.38,0,Good,OP_100,260
RTG11,RTG,2026-02-22,12.66,207.05,0,Due,OP_140,240
RTG12,RTG,2026-02-22,13.82,246.86,0,Good,OP_146,221
RTG13,RTG,2026-02-22,12.24,158.96,0,Good,OP_100,195
RTG14,RTG,2026-02-22,18.28,230.91,0,Good,OP_101,365
RTG15,RTG,2026-02-22,14.46,178.87,0,Under Repair,OP_111,245
RTG16,RTG,2026-02-22,19.26,268.64,0,Good,OP_114,346
RTG17,RTG,2026-02-22,16.07,258.29,0,Good,OP_134,289
RTG18,RTG,2026-02-22,18.81,265.82,0,Due,OP_122,319
RTG19,RTG,2026-02-22,14.73,235.85,0,Due,OP_128,265
RTG20,RTG,2026-02-22,12.6,187.56,0,Good,OP_149,214
RTG21,RTG,2026-02-22,21.04,279.61,0,Due,OP_120,399
RTG22,RTG,2026-02-22,21.05,255.32,0,Due,OP_112,421
RTG23,RTG,2026-02-22,17.78,259.57,0,Good,OP_100,320
RTG24,RTG,2026-02-22,19.79,289.66,0,Good,OP_105,296
RTG25,RTG,2026-02-22,,208.01,0,Under Repair,OP_115,294
RTG26,RTG,2026-02-22,16.01,224.64,0,Good,OP_150,272
RTG27,RTG,2026-02-22,14.59,247.13,0,Under Repair,OP_130,262
RTG28,RTG,2026-02-22,15.22,209.51,0,Good,OP_119,273
RTG29,RTG,2026-02-22,12.03,164.24,0,Due,OP_141,240
RTG30,RTG,2026-02-22,13.89,221.5,0,Under Repair,OP_133,263
RTG31,RTG,2026-02-22,20.85,365.07,0,Good,OP_140,375
RTG32,RTG,2026-02-22,20.82,344.22,0,Good,OP_141,312
RTG33,RTG,2026-02-22,19.95,343.81,0,Good,OP_117,299
RTG34,RTG,2026-02-22,15.26,231.88,0,Due,OP_136,274
RTG35,RTG,2026-02-22,21.64,321.04,0,Good,OP_109,432
RTG36,RTG,2026-02-22,19.7,271.19,0,Good,OP_143,295
QC01,Quay Crane,2026-02-23,13.12,0,2615.06,Good,OP_114,341
QC02,Quay Crane,2026-02-23,14.56,0,2859.8,Good,OP_130,422
QC03,Quay Crane,2026-02-23,14.61,0,2850.21,Under Repair,OP_129,394
QC04,Quay Crane,2026-02-23,14.23,0,2557.05,Under Repair,OP_100,412
QC05,Quay Crane,2026-02-23,18.73,0,3373.66,Under Repair,OP_143,543
QC06,Quay Crane,2026-02-23,14.3,0,2217.05,Under Repair,OP_119,371
QC07,Quay Crane,2026-02-23,13.08,0,2299.19,Good,OP_120,379
QC08,Quay Crane,2026-02-23,14.75,0,2807.14,Under Repair,OP_108,368
QC09,Quay Crane,2026-02-23,12.39,0,2264.61,Good,OP_150,346
QC10,Quay Crane,2026-02-23,15.22,0,2575.58,Under Repair,OP_115,410
QC11,Quay Crane,2026-02-23,16.12,0,3026.57,Good,OP_133,483
QC12,Quay Crane,2026-02-23,13.19,0,2527.42,Good,OP_143,395
RTG01,RTG,2026-02-23,16.06,236.33,0,Good,OP_121,321
RTG02,RTG,2026-02-23,19.8,253.51,0,Good,OP_147,316
RTG03,RTG,2026-02-23,20.32,348.25,0,Good,OP_106,365
RTG04,RTG,2026-02-23,18.52,257.17,0,Good,OP_144,351
RTG05,RTG,2026-02-23,12.13,155.82,0,Good,OP_135,242
RTG06,RTG,2026-02-23,12.55,179.59,0,Due,OP_122,188
RTG07,RTG,2026-02-23,18.13,297.27,0,Good,OP_104,308
RTG08,RTG,2026-02-23,14.18,172.46,0,Due,OP_113,241
RTG09,RTG,2026-02-23,13.06,180.86,0,Good,OP_112,222
RTG10,RTG,2026-02-23,20.76,313.35,0,Under Repair,OP_111,332
RTG11,RTG,2026-02-23,13.28,165.32,0,Good,OP_109,239
RTG12,RTG,2026-02-23,19.41,342.56,0,Due,OP_107,291
RTG13,RTG,2026-02-23,13.62,165.67,0,Good,OP_127,217
RTG14,RTG,2026-02-23,18.51,319.81,0,Due,OP_104,314
RTG15,RTG,2026-02-23,13.49,193.61,0,Good,OP_114,242
RTG16,RTG,2026-02-23,15.44,265.42,0,Due,OP_103,262
RTG17,RTG,2026-02-23,18.51,264.24,0,Under Repair,OP_118,314
RTG18,RTG,2026-02-23,16.97,262.75,0,Good,OP_107,305
RTG19,RTG,2026-02-23,21.96,277.39,0,Good,OP_109,439
RTG20,RTG,2026-02-23,19.09,337.69,0,Good,OP_124,381
RTG21,RTG,2026-02-23,21.31,289.97,0,Good,OP_105,319
RTG22,RTG,2026-02-23,14.42,207.22,0,Under Repair,OP_109,259
RTG23,RTG,2026-02-23,15.06,259.58,0,Good,OP_103,225
RTG24,RTG,2026-02-23,19.08,294.03,0,Good,OP_127,305
RTG25,RTG,2026-02-23,12.28,217.32,0,Good,OP_113,184
RTG26,RTG,2026-02-23,20.18,271.04,0,Good,OP_136,403
RTG27,RTG,2026-02-23,19.54,252.02,0,Good,OP_117,293
RTG28,RTG,2026-02-23,21.54,272.79,0,Due,OP_127,366
RTG29,RTG,2026-02-23,19.2,235.55,0,Under Repair,OP_120,345
RTG30,RTG,2026-02-23,,297.29,0,Under Repair,OP_111,336
RTG31,RTG,2026-02-23,17.88,320.17,0,Due,OP_118,268
RTG32,RTG,2026-02-23,16.04,278.69,0,Good,OP_144,288
RTG33,RTG,2026-02-23,17.73,272.79,0,Under Repair,OP_128,283
RTG34,RTG,2026-02-23,15.19,225.19,0,Good,OP_110,243
RTG35,RTG,2026-02-23,16.63,230.33,0,Good,OP_132,266
RTG36,RTG,2026-02-23,15.44,230.28,0,Good,OP_105,262
QC01,Quay Crane,2026-02-24,12.08,0,2226.55,Due,OP_133,302
QC02,Quay Crane,2026-02-24,18.18,0,3213.83,Good,OP_131,509
QC03,Quay Crane,2026-02-24,20.42,0,4041.46,Good,OP_145,592
QC04,Quay Crane,2026-02-24,17.96,0,2847.2,Due,OP_147,466
QC05,Quay Crane,2026-02-24,20.08,0,3800.02,Good,OP_104,542
QC06,Quay Crane,2026-02-24,13.48,0,2145.95,Good,OP_125,363
QC07,Quay Crane,2026-02-24,13.61,0,2305.45,Good,OP_129,367
QC08,Quay Crane,2026-02-24,13.89,0,2721.29,Due,OP_127,375
QC09,Quay Crane,2026-02-24,21.5,0,3326.33,Good,OP_146,602
QC10,Quay Crane,2026-02-24,20.9,0,4162.35,Good,OP_137,522
QC11,Quay Crane,2026-02-24,21.94,0,4337.78,Good,OP_113,658
QC12,Quay Crane,2026-02-24,19.19,0,3534.51,Good,OP_106,537
RTG01,RTG,2026-02-24,19.24,258.4,0,Due,OP_141,327
RTG02,RTG,2026-02-24,14.76,194.81,0,Due,OP_118,265
RTG03,RTG,2026-02-24,20.29,287.87,0,Good,OP_132,365
RTG04,RTG,2026-02-24,18.88,301.38,0,Good,OP_129,283
RTG05,RTG,2026-02-24,15.36,238.56,0,Good,OP_111,261
RTG06,RTG,2026-02-24,12.19,160.46,0,Good,OP_127,231
RTG07,RTG,2026-02-24,19.74,282.96,0,Under Repair,OP_137,394
RTG08,RTG,2026-02-24,21.54,329.21,0,Good,OP_118,409
RTG09,RTG,2026-02-24,13.17,205.63,0,Due,OP_105,223
RTG10,RTG,2026-02-24,20.1,259.76,0,Good,OP_140,381
RTG11,RTG,2026-02-24,17,282.31,0,Due,OP_132,306
RTG12,RTG,2026-02-24,15.29,263.17,0,Good,OP_118,244
RTG13,RTG,2026-02-24,12.76,164.15,0,Good,OP_134,255
RTG14,RTG,2026-02-24,16.45,213.97,0,Good,OP_111,263
RTG15,RTG,2026-02-24,13.83,183.14,0,Due,OP_120,262
RTG16,RTG,2026-02-24,17.16,305.19,0,Under Repair,OP_100,257
RTG17,RTG,2026-02-24,21.51,288.4,0,Due,OP_122,322
RTG18,RTG,2026-02-24,17,285.36,0,Good,OP_149,306
RTG19,RTG,2026-02-24,12.62,169.38,0,Under Repair,OP_142,214
RTG20,RTG,2026-02-24,13.19,176.83,0,Good,OP_142,250
RTG21,RTG,2026-02-24,17.6,314.07,0,Good,OP_103,299
RTG22,RTG,2026-02-24,18.54,291.69,0,Good,OP_150,333
RTG23,RTG,2026-02-24,21.2,336.26,0,Good,OP_116,402
RTG24,RTG,2026-02-24,13.02,225.27,0,Good,OP_104,247
RTG25,RTG,2026-02-24,12.38,203.03,0,Due,OP_121,247
RTG26,RTG,2026-02-24,15.74,282.79,0,Due,OP_113,299
RTG27,RTG,2026-02-24,18.74,309.12,0,Due,OP_140,374
RTG28,RTG,2026-02-24,15.8,273.5,0,Good,OP_126,300
RTG29,RTG,2026-02-24,17.21,252.82,0,Under Repair,OP_119,326
RTG30,RTG,2026-02-24,19.64,346.21,0,Due,OP_107,353
RTG31,RTG,2026-02-24,17.85,303.13,0,Good,OP_146,303
RTG32,RTG,2026-02-24,16.25,245.74,0,Due,OP_102,325
RTG33,RTG,2026-02-24,19.19,302.65,0,Due,OP_144,383
RTG34,RTG,2026-02-24,18.61,228.52,0,Under Repair,OP_139,316
RTG35,RTG,2026-02-24,12.35,206.09,0,Good,OP_136,234
RTG36,RTG,2026-02-24,17.47,282.33,0,Good,OP_128,262
QC01,Quay Crane,2026-02-25,15.24,0,2737.32,Good,OP_133,381
QC02,Quay Crane,2026-02-25,15.52,0,2400.64,Good,OP_148,419
QC03,Quay Crane,2026-02-25,12.18,0,1914.86,Under Repair,OP_104,365
QC04,Quay Crane,2026-02-25,12.47,0,2123.95,Good,OP_120,336
QC05,Quay Crane,2026-02-25,15.18,0,2622.74,Under Repair,OP_100,379
QC06,Quay Crane,2026-02-25,16.53,0,3275.5,Good,OP_111,413
QC07,Quay Crane,2026-02-25,17.24,0,3277.82,Good,OP_136,499
QC08,Quay Crane,2026-02-25,12.79,0,2303.9,Good,OP_121,358
QC09,Quay Crane,2026-02-25,15.08,0,2883.44,Good,OP_105,407
QC10,Quay Crane,2026-02-25,13.23,0,2014.59,Under Repair,OP_147,357
QC11,Quay Crane,2026-02-25,15.47,0,2940.86,Good,OP_123,464
QC12,Quay Crane,2026-02-25,12.43,0,2120.13,Good,OP_111,310
RTG01,RTG,2026-02-25,14.7,218.12,0,Good,OP_136,279
RTG02,RTG,2026-02-25,19.38,267.34,0,Due,OP_122,310
RTG03,RTG,2026-02-25,18.54,311.55,0,Due,OP_144,296
RTG04,RTG,2026-02-25,,317.15,0,Under Repair,OP_121,337
RTG05,RTG,2026-02-25,19.26,264.59,0,Due,OP_133,346
RTG06,RTG,2026-02-25,15.51,262.64,0,Under Repair,OP_132,263
RTG07,RTG,2026-02-25,21.33,309.62,0,Under Repair,OP_138,405
RTG08,RTG,2026-02-25,20.57,274.59,0,Good,OP_104,370
RTG09,RTG,2026-02-25,20.37,251,0,Good,OP_127,305
RTG10,RTG,2026-02-25,,271.44,0,Good,OP_115,318
RTG11,RTG,2026-02-25,12.69,182.45,0,Good,OP_146,203
RTG12,RTG,2026-02-25,16.66,244.13,0,Good,OP_137,299
RTG13,RTG,2026-02-25,17.97,227.3,0,Good,OP_114,305
RTG14,RTG,2026-02-25,18.16,225.07,0,Due,OP_100,326
RTG15,RTG,2026-02-25,12.93,169.24,0,Good,OP_120,258
RTG16,RTG,2026-02-25,17.12,285.46,0,Good,OP_124,342
RTG17,RTG,2026-02-25,13.33,210.86,0,Under Repair,OP_104,213
RTG18,RTG,2026-02-25,19.99,288.69,0,Good,OP_111,359
RTG19,RTG,2026-02-25,13.41,176.43,0,Due,OP_101,254
RTG20,RTG,2026-02-25,20.89,282.11,0,Under Repair,OP_142,313
RTG21,RTG,2026-02-25,14.84,223.34,0,Good,OP_146,296
RTG22,RTG,2026-02-25,18.41,307.99,0,Good,OP_124,294
RTG23,RTG,2026-02-25,18.23,257.53,0,Good,OP_118,273
RTG24,RTG,2026-02-25,21.75,297.4,0,Under Repair,OP_131,413
RTG25,RTG,2026-02-25,12.3,194.12,0,Under Repair,OP_137,221
RTG26,RTG,2026-02-25,18.88,263.14,0,Under Repair,OP_117,377
RTG27,RTG,2026-02-25,19.78,245,0,Good,OP_101,356
RTG28,RTG,2026-02-25,18.62,273.46,0,Under Repair,OP_121,316
RTG29,RTG,2026-02-25,15.33,253.5,0,Under Repair,OP_124,275
RTG30,RTG,2026-02-25,21.07,330.26,0,Good,OP_133,421
RTG31,RTG,2026-02-25,16.46,253.9,0,Good,OP_130,312
RTG32,RTG,2026-02-25,17.43,230.12,0,Good,OP_135,331
RTG33,RTG,2026-02-25,19.63,332.64,0,Good,OP_127,372
RTG34,RTG,2026-02-25,18.84,253.31,0,Good,OP_150,376
RTG35,RTG,2026-02-25,19.12,329.33,0,Under Repair,OP_149,325
RTG36,RTG,2026-02-25,15.91,238.3,0,Due,OP_149,254
QC01,Quay Crane,2026-02-26,18.61,0,3393.3,Due,OP_109,483
QC02,Quay Crane,2026-02-26,15.62,0,2352.27,Good,OP_148,421
QC03,Quay Crane,2026-02-26,13.78,0,2216.52,Due,OP_111,372
QC04,Quay Crane,2026-02-26,19.19,0,3283.21,Good,OP_145,537
QC05,Quay Crane,2026-02-26,19.05,0,3319.12,Due,OP_119,514
QC06,Quay Crane,2026-02-26,13.58,0,2345.13,Due,OP_145,339
QC07,Quay Crane,2026-02-26,16.74,0,3248.8,Due,OP_124,502
QC08,Quay Crane,2026-02-26,18.75,0,3435.94,Good,OP_129,525
QC09,Quay Crane,2026-02-26,17.11,0,3243.84,Good,OP_124,496
QC10,Quay Crane,2026-02-26,15.85,0,3116.66,Due,OP_102,475
QC11,Quay Crane,2026-02-26,19.12,0,3672.57,Under Repair,OP_110,573
QC12,Quay Crane,2026-02-26,12.28,0,2333.14,Under Repair,OP_116,319
RTG01,RTG,2026-02-26,19.29,330.52,0,Due,OP_144,385
RTG02,RTG,2026-02-26,16.18,240.32,0,Under Repair,OP_135,291
RTG03,RTG,2026-02-26,15.03,185.37,0,Due,OP_117,225
RTG04,RTG,2026-02-26,18.28,225.17,0,Due,OP_116,347
RTG05,RTG,2026-02-26,21.9,330.79,0,Good,OP_141,394
RTG06,RTG,2026-02-26,15.54,241.42,0,Good,OP_142,279
RTG07,RTG,2026-02-26,16.03,257.43,0,Due,OP_113,240
RTG08,RTG,2026-02-26,15.23,193.16,0,Good,OP_115,258
RTG09,RTG,2026-02-26,14.99,193.76,0,Good,OP_122,284
RTG10,RTG,2026-02-26,20.87,261.34,0,Due,OP_114,313
RTG11,RTG,2026-02-26,21.15,356.25,0,Good,OP_127,317
RTG12,RTG,2026-02-26,21.94,380.11,0,Good,OP_132,416
